Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
128182107,9/12/2021 16:15,9/12/2021 16:35,70986,1200,1034,Ellsworth Ave & N Neville St,1017,21st St & Penn Ave,Customer
128182275,9/12/2021 16:19,9/12/2021 16:21,70439,93,1050,Healthy Ride Hub,1061,33rd St & Penn Ave ,Customer
128182317,9/12/2021 16:20,9/12/2021 16:39,70752,1129,1026,Penn Ave & S Whitfield St,1099,Forbes Ave & S Craig St,Subscriber
128182397,9/12/2021 16:21,9/12/2021 16:23,70439,88,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
128182470,9/12/2021 16:23,9/12/2021 19:10,70140,10011,1001,Forbes Ave & Market Square,1012,North Shore Trail & Fort Duquesne Bridge,Customer
128182486,9/12/2021 16:23,9/12/2021 16:41,70580,1057,1001,Forbes Ave & Market Square,1012,North Shore Trail & Fort Duquesne Bridge,Customer
128182651,9/12/2021 16:27,9/12/2021 16:42,70928,913,1046,S 25th St & E Carson St,1048,S 18th St & Sidney St,Subscriber
128182737,9/12/2021 16:29,9/12/2021 16:41,70660,742,1001,Forbes Ave & Market Square,1012,North Shore Trail & Fort Duquesne Bridge,Customer
128182772,9/12/2021 16:30,9/12/2021 16:47,70176,1040,1024,S Negley Ave & Baum Blvd,1099,Forbes Ave & S Craig St,Subscriber
128183043,9/12/2021 16:37,9/12/2021 16:42,70612,303,1026,Penn Ave & S Whitfield St,1024,S Negley Ave & Baum Blvd,Subscriber
128183236,9/12/2021 16:42,9/12/2021 17:05,70763,1423,1047,S 22nd St & E Carson St,1041,Fifth Ave & S Bouquet St,Customer
128183388,9/12/2021 16:45,9/12/2021 16:57,70144,707,1068,Forbes Ave & Murray Ave,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
128183416,9/12/2021 16:46,9/12/2021 17:10,70433,1468,1017,21st St & Penn Ave,49301,Centre Ave & N Craig St,Customer
128183490,9/12/2021 16:49,9/12/2021 16:52,70635,204,1038,Boulevard of the Allies & Parkview Ave,1039,Atwood St & Bates St,Subscriber
128183612,9/12/2021 16:52,9/12/2021 17:15,70221,1372,49251,Schenley Dr & Forbes Ave,1049,S 12th St & E Carson St,Customer
128183614,9/12/2021 16:52,9/12/2021 16:59,70922,442,1093,S Bouquet Ave & Sennott St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
128183627,9/12/2021 16:52,9/13/2021 15:10,70677,80230,1002,Third Ave & Wood St,,BIKE 70677,Customer
128183758,9/12/2021 16:56,9/12/2021 18:04,70329,4055,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
128183818,9/12/2021 16:58,9/12/2021 17:22,70912,1458,1032,Walnut St & College St,1032,Walnut St & College St,Customer
128183835,9/12/2021 16:59,9/12/2021 17:03,70635,252,1039,Atwood St & Bates St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
128183916,9/12/2021 17:01,9/12/2021 18:34,70597,5550,1019,42nd St & Butler St,1019,42nd St & Butler St,Subscriber
128183922,9/12/2021 17:01,9/12/2021 18:33,70838,5521,1019,42nd St & Butler St,1019,42nd St & Butler St,Customer
128184352,9/12/2021 17:13,9/12/2021 17:15,70680,111,1088,Frazier St & Dawson St,1088,Frazier St & Dawson St,Subscriber
128184400,9/12/2021 17:15,9/12/2021 18:04,70983,2940,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
128184404,9/12/2021 17:15,9/12/2021 17:24,70635,516,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1037,Frew St & Schenley Dr,Subscriber
128184422,9/12/2021 17:16,9/12/2021 17:30,70318,856,1011,Fort Duquesne Blvd & 7th St,49601,Smallman St & 31st St,Subscriber
128184424,9/12/2021 17:16,9/12/2021 17:27,70855,672,,BIKE 70855,49601,Smallman St & 31st St,Customer
128184430,9/12/2021 17:16,9/12/2021 17:25,70328,512,1043,S Millvale Ave & Centre Ave,1035,Fifth Ave & S Dithridge St,Subscriber
128184472,9/12/2021 17:17,9/12/2021 20:26,70005,11332,1072,Glasshouse,1049,S 12th St & E Carson St,Customer
128184475,9/12/2021 17:17,9/12/2021 17:25,70557,470,1088,Frazier St & Dawson St,1093,S Bouquet Ave & Sennott St,Subscriber
128184504,9/12/2021 17:19,9/13/2021 8:21,70562,54137,1072,Glasshouse,1049,S 12th St & E Carson St,Customer
128184562,9/12/2021 17:21,9/12/2021 17:27,70944,402,1024,S Negley Ave & Baum Blvd,1033,Ivy St & Walnut St   ,Subscriber
128184645,9/12/2021 17:24,9/12/2021 17:30,70612,387,1024,S Negley Ave & Baum Blvd,1029,Alder St & S Highland Ave,Subscriber
128184771,9/12/2021 17:29,9/12/2021 17:36,70144,452,1095,Schenley Dr & Forbes Ave (Schenley Plaza),49301,Centre Ave & N Craig St,Subscriber
128184798,9/12/2021 17:30,9/12/2021 21:00,70557,12620,1093,S Bouquet Ave & Sennott St,1041,Fifth Ave & S Bouquet St,Customer
128184828,9/12/2021 17:30,9/13/2021 12:07,70548,66972,1093,S Bouquet Ave & Sennott St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
128184836,9/12/2021 17:31,9/12/2021 17:44,70199,786,49271,S Craig St & 5th Ave,1038,Boulevard of the Allies & Parkview Ave,Subscriber
128184970,9/12/2021 17:36,9/12/2021 17:43,70004,463,1039,Atwood St & Bates St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
128184992,9/12/2021 17:37,9/12/2021 18:15,70674,2272,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
128185000,9/12/2021 17:37,9/12/2021 17:48,70789,677,1069,Beacon St & Murray Ave,1029,Alder St & S Highland Ave,Subscriber
128185017,9/12/2021 17:38,9/12/2021 17:42,70922,255,1038,Boulevard of the Allies & Parkview Ave,1091,Semple St & Louisa St,Subscriber
128185107,9/12/2021 17:42,9/12/2021 18:14,70665,1916,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
128185125,9/12/2021 17:43,9/12/2021 17:50,70820,444,1020,42nd & Penn Ave.,1025,Penn Ave & N Fairmount St,Customer
128185138,9/12/2021 17:43,9/12/2021 17:54,70864,609,1019,42nd St & Butler St,1060,Penn Ave & 29th St,Customer
128185163,9/12/2021 17:44,9/12/2021 18:11,70595,1620,1046,S 25th St & E Carson St,1074,South Side Trail & S 4th St,Customer
128185169,9/12/2021 17:44,9/12/2021 19:35,70829,6659,1074,South Side Trail & S 4th St,1045,S 27th St & Sidney St. (Southside Works),Customer
128185193,9/12/2021 17:45,9/12/2021 18:14,70907,1701,1046,S 25th St & E Carson St,1074,South Side Trail & S 4th St,Customer
128185281,9/12/2021 17:50,9/12/2021 18:05,70260,947,1068,Forbes Ave & Murray Ave,1033,Ivy St & Walnut St   ,Customer
128185303,9/12/2021 17:51,9/12/2021 18:09,70966,1088,1097,Tennyson Ave & Fifth Ave,1063,Penn Ave & N Atlantic Ave,Subscriber
128185324,9/12/2021 17:52,9/13/2021 11:02,71226,61853,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
128185329,9/12/2021 17:52,9/12/2021 18:01,71180,582,49701,Third Ave & Stanwix St,49611,24th St & Smallman St,Subscriber
128185342,9/12/2021 17:53,9/12/2021 18:17,70968,1487,1074,South Side Trail & S 4th St,1082,W Station Square Dr & Bessemer Court,Customer
128185344,9/12/2021 17:53,9/13/2021 0:31,70847,23889,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
128185366,9/12/2021 17:53,9/12/2021 18:21,70297,1645,1037,Frew St & Schenley Dr,49251,Schenley Dr & Forbes Ave,Subscriber
128185391,9/12/2021 17:55,9/12/2021 18:05,70912,643,1032,Walnut St & College St,49301,Centre Ave & N Craig St,Subscriber
128185392,9/12/2021 17:55,9/12/2021 18:15,70125,1224,1021,Taylor St & Liberty Ave,1093,S Bouquet Ave & Sennott St,Subscriber
128185465,9/12/2021 17:58,9/12/2021 19:02,70843,3829,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
128185482,9/12/2021 17:59,9/12/2021 19:01,70991,3752,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
128185546,9/12/2021 18:02,9/12/2021 18:14,70279,738,1082,W Station Square Dr & Bessemer Court,1072,Glasshouse,Subscriber
128185552,9/12/2021 18:03,9/12/2021 19:35,70099,5573,1082,W Station Square Dr & Bessemer Court,1045,S 27th St & Sidney St. (Southside Works),Customer
128185591,9/12/2021 18:05,9/12/2021 18:15,70305,635,1049,S 12th St & E Carson St,1072,Glasshouse,Customer
128185606,9/12/2021 18:05,9/12/2021 18:47,70919,2479,1032,Walnut St & College St,1045,S 27th St & Sidney St. (Southside Works),Customer
128185636,9/12/2021 18:07,9/12/2021 18:12,70963,280,1041,Fifth Ave & S Bouquet St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
128185640,9/12/2021 18:07,9/12/2021 18:30,71179,1363,1045,S 27th St & Sidney St. (Southside Works),49941,Allegheny Station,Customer
128185654,9/12/2021 18:08,9/12/2021 18:39,70851,1882,1060,Penn Ave & 29th St,1000,Liberty Ave & Stanwix St,Customer
128185656,9/12/2021 18:08,9/12/2021 18:15,70612,432,1029,Alder St & S Highland Ave,1024,S Negley Ave & Baum Blvd,Subscriber
128185763,9/12/2021 18:12,9/12/2021 18:47,71197,2091,1032,Walnut St & College St,1045,S 27th St & Sidney St. (Southside Works),Customer
128185787,9/12/2021 18:14,9/12/2021 18:41,70586,1648,1005,Forbes Ave & Grant St,1044,Zulema St & Coltart Ave,Customer
128185811,9/12/2021 18:15,9/12/2021 18:49,70322,2045,1045,S 27th St & Sidney St. (Southside Works),1012,North Shore Trail & Fort Duquesne Bridge,Customer
128185832,9/12/2021 18:16,9/12/2021 18:48,70685,1945,1045,S 27th St & Sidney St. (Southside Works),1012,North Shore Trail & Fort Duquesne Bridge,Customer
128185846,9/12/2021 18:16,9/13/2021 15:07,70470,75019,49401,Stanton Ave & N Negley Ave,49401,Stanton Ave & N Negley Ave,Customer
128185848,9/12/2021 18:16,9/13/2021 14:57,70614,74443,49401,Stanton Ave & N Negley Ave,49401,Stanton Ave & N Negley Ave,Customer
128185851,9/12/2021 18:17,9/12/2021 18:20,70752,190,1099,Forbes Ave & S Craig St,49271,S Craig St & 5th Ave,Subscriber
128185910,9/12/2021 18:20,9/12/2021 18:28,70656,479,1038,Boulevard of the Allies & Parkview Ave,1093,S Bouquet Ave & Sennott St,Subscriber
128185911,9/12/2021 18:20,9/12/2021 18:36,71176,935,1016,17th St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
128185914,9/12/2021 18:20,9/12/2021 22:03,71155,13379,1017,21st St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Customer
128185935,9/12/2021 18:21,9/12/2021 18:36,70795,899,1016,17th St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
128185958,9/12/2021 18:22,9/12/2021 18:56,70986,2056,1017,21st St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Customer
128186056,9/12/2021 18:28,9/12/2021 19:36,70153,4070,1002,Third Ave & Wood St,1045,S 27th St & Sidney St. (Southside Works),Customer
128186057,9/12/2021 18:28,9/12/2021 18:33,70560,309,49251,Schenley Dr & Forbes Ave,1068,Forbes Ave & Murray Ave,Subscriber
128186065,9/12/2021 18:28,9/12/2021 18:48,70963,1153,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1044,Zulema St & Coltart Ave,Subscriber
128186082,9/12/2021 18:30,9/12/2021 19:36,70579,3977,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
128186114,9/12/2021 18:32,9/12/2021 19:36,70844,3811,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
128186137,9/12/2021 18:34,9/12/2021 21:19,70969,9877,,Missing,1003,First Ave & Smithfield St,Customer
128186138,9/12/2021 18:34,9/12/2021 18:40,70561,357,1039,Atwood St & Bates St,1093,S Bouquet Ave & Sennott St,Subscriber
128186141,9/12/2021 18:35,9/12/2021 18:39,70680,292,1088,Frazier St & Dawson St,1091,Semple St & Louisa St,Subscriber
128186143,9/12/2021 18:35,9/12/2021 18:44,70612,582,1024,S Negley Ave & Baum Blvd,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Subscriber
128186180,9/12/2021 18:38,9/12/2021 18:43,70125,325,1093,S Bouquet Ave & Sennott St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
128186188,9/12/2021 18:38,9/12/2021 18:45,70260,420,1033,Ivy St & Walnut St   ,1024,S Negley Ave & Baum Blvd,Subscriber
128186226,9/12/2021 18:40,9/12/2021 19:15,70660,2055,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),Customer
128186230,9/12/2021 18:40,9/12/2021 19:15,70580,2081,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),Customer
128186235,9/12/2021 18:41,9/12/2021 18:52,70144,660,49301,Centre Ave & N Craig St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
128186237,9/12/2021 18:41,9/12/2021 18:49,70433,518,49301,Centre Ave & N Craig St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
128186288,9/12/2021 18:45,9/12/2021 19:01,70992,934,1084,Hot Metal St & Tunnel Blvd,,BIKE 70992,Customer
128186297,9/12/2021 18:46,9/12/2021 19:42,70202,3363,1004,First Ave & B St (T Station),1012,North Shore Trail & Fort Duquesne Bridge,Customer
128186321,9/12/2021 18:48,9/13/2021 9:30,70927,52953,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
128186327,9/12/2021 18:48,9/12/2021 19:16,70766,1677,1044,Zulema St & Coltart Ave,1044,Zulema St & Coltart Ave,Subscriber
128186335,9/12/2021 18:48,9/12/2021 18:52,70849,194,1039,Atwood St & Bates St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
128186341,9/12/2021 18:49,9/12/2021 18:55,70588,345,1032,Walnut St & College St,,BIKE 70588,Subscriber
128186342,9/12/2021 18:49,9/13/2021 9:31,70835,52915,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
128186429,9/12/2021 18:53,9/12/2021 19:29,70928,2141,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
128186462,9/12/2021 18:56,9/12/2021 19:31,71178,2102,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
128186477,9/12/2021 18:57,9/12/2021 19:41,70540,2614,49801,Microsoft,49801,Microsoft,Customer
128186497,9/12/2021 18:59,9/12/2021 20:27,70550,5291,,BIKE 70550,,BIKE 70550,Customer
128186509,9/12/2021 18:59,9/12/2021 21:49,70833,10185,,BIKE 70833,1047,S 22nd St & E Carson St,Customer
128186524,9/12/2021 19:00,9/12/2021 19:06,70986,336,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
128186533,9/12/2021 19:01,9/12/2021 19:16,70176,888,1099,Forbes Ave & S Craig St,1099,Forbes Ave & S Craig St,Subscriber
128186539,9/12/2021 19:02,9/12/2021 19:16,70752,863,49271,S Craig St & 5th Ave,1024,S Negley Ave & Baum Blvd,Customer
128186551,9/12/2021 19:02,9/12/2021 19:56,70816,3224,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
128186557,9/12/2021 19:03,9/12/2021 20:17,70830,4424,1048,S 18th St & Sidney St,,BIKE 70830,Customer
128186558,9/12/2021 19:03,9/12/2021 19:55,70957,3148,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
128186575,9/12/2021 19:04,9/12/2021 19:19,70649,882,1028,Penn Ave & Putnam St (Bakery Square),1023,Liberty Ave & Baum Blvd,Subscriber
128186600,9/12/2021 19:06,9/12/2021 19:45,70679,2365,,BIKE 70679,,BIKE 70679,Customer
128186608,9/12/2021 19:06,9/12/2021 19:18,70912,673,49301,Centre Ave & N Craig St,1033,Ivy St & Walnut St   ,Subscriber
128186623,9/12/2021 19:08,9/12/2021 19:45,71212,2235,,BIKE 71212,,BIKE 71212,Customer
128186628,9/12/2021 19:09,9/12/2021 19:46,70455,2236,,BIKE 70455,,BIKE 70455,Customer
128186652,9/12/2021 19:11,9/12/2021 19:50,70736,2354,1048,S 18th St & Sidney St,1045,S 27th St & Sidney St. (Southside Works),Customer
128186656,9/12/2021 19:12,9/13/2021 8:19,70661,47244,1048,S 18th St & Sidney St,1045,S 27th St & Sidney St. (Southside Works),Customer
128186667,9/12/2021 19:13,9/12/2021 19:55,70925,2579,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
128186680,9/12/2021 19:13,9/12/2021 19:20,70808,405,1010,10th St & Penn Ave,49611,24th St & Smallman St,Customer
128186681,9/12/2021 19:13,9/12/2021 19:33,70328,1169,1035,Fifth Ave & S Dithridge St,1034,Ellsworth Ave & N Neville St,Subscriber
128186685,9/12/2021 19:14,9/12/2021 19:25,70743,682,49801,Microsoft,1012,North Shore Trail & Fort Duquesne Bridge,Subscriber
128186689,9/12/2021 19:14,9/12/2021 19:25,70066,640,49801,Microsoft,1012,North Shore Trail & Fort Duquesne Bridge,Customer
128186738,9/12/2021 19:19,9/12/2021 19:28,70922,549,1091,Semple St & Louisa St,1084,Hot Metal St & Tunnel Blvd,Subscriber
128186739,9/12/2021 19:19,9/12/2021 19:27,70561,454,1093,S Bouquet Ave & Sennott St,1034,Ellsworth Ave & N Neville St,Subscriber
128186758,9/12/2021 19:21,9/12/2021 20:06,70608,2687,1059,Burns White Center at 3 Crossings,1059,Burns White Center at 3 Crossings,Customer
128186774,9/12/2021 19:23,9/12/2021 19:45,70279,1355,1072,Glasshouse,1072,Glasshouse,Subscriber
128186775,9/12/2021 19:23,9/12/2021 20:07,70791,2652,1059,Burns White Center at 3 Crossings,1059,Burns White Center at 3 Crossings,Customer
128186798,9/12/2021 19:25,9/12/2021 20:05,71224,2408,1059,Burns White Center at 3 Crossings,1059,Burns White Center at 3 Crossings,Customer
128186803,9/12/2021 19:25,9/12/2021 19:45,70305,1207,1072,Glasshouse,1072,Glasshouse,Customer
128186805,9/12/2021 19:25,9/12/2021 20:00,70399,2056,1041,Fifth Ave & S Bouquet St,1033,Ivy St & Walnut St   ,Subscriber
128186811,9/12/2021 19:26,9/12/2021 19:46,70224,1176,1049,S 12th St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),Customer
128186821,9/12/2021 19:27,9/12/2021 19:39,70144,668,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1039,Atwood St & Bates St,Customer
128186825,9/12/2021 19:28,9/12/2021 19:42,70862,844,1070,Hobart St & Wightman St,1094,O'Hara St & Desoto St,Subscriber
128186829,9/12/2021 19:28,9/12/2021 22:18,70689,10183,1011,Fort Duquesne Blvd & 7th St,49671,9th St & Penn Ave,Customer
128186836,9/12/2021 19:28,9/12/2021 19:45,70554,965,1088,Frazier St & Dawson St,1046,S 25th St & E Carson St,Customer
128186839,9/12/2021 19:29,9/12/2021 19:58,71235,1751,,Missing,1000,Liberty Ave & Stanwix St,Customer
128186841,9/12/2021 19:29,9/12/2021 19:37,70854,476,,BIKE 70854,,BIKE 70854,Subscriber
128186874,9/12/2021 19:34,9/12/2021 19:52,70919,1118,1045,S 27th St & Sidney St. (Southside Works),1046,S 25th St & E Carson St,Subscriber
128186877,9/12/2021 19:34,9/12/2021 19:54,71197,1171,1045,S 27th St & Sidney St. (Southside Works),1046,S 25th St & E Carson St,Subscriber
128186901,9/12/2021 19:37,9/12/2021 20:38,70851,3693,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
128186925,9/12/2021 19:39,9/12/2021 20:05,70978,1562,49701,Third Ave & Stanwix St,1046,S 25th St & E Carson St,Customer
128186933,9/12/2021 19:40,9/12/2021 19:59,70105,1172,1037,Frew St & Schenley Dr,1044,Zulema St & Coltart Ave,Subscriber
128186952,9/12/2021 19:42,9/12/2021 19:50,70635,468,1095,Schenley Dr & Forbes Ave (Schenley Plaza),49301,Centre Ave & N Craig St,Subscriber
128186966,9/12/2021 19:44,9/12/2021 20:14,70561,1791,1034,Ellsworth Ave & N Neville St,1084,Hot Metal St & Tunnel Blvd,Subscriber
128186982,9/12/2021 19:45,9/12/2021 20:12,71173,1617,1028,Penn Ave & Putnam St (Bakery Square),1068,Forbes Ave & Murray Ave,Customer
128186985,9/12/2021 19:46,9/12/2021 19:53,70698,421,,Missing,1038,Boulevard of the Allies & Parkview Ave,Subscriber
128186987,9/12/2021 19:46,9/12/2021 19:52,70656,362,1093,S Bouquet Ave & Sennott St,1039,Atwood St & Bates St,Subscriber
128187012,9/12/2021 19:48,9/12/2021 19:55,70825,391,1085,Eliza Furnace Trail at Swinburne St,1086,Technology Dr & Bates St ,Subscriber
128187049,9/12/2021 19:54,9/12/2021 20:33,70580,2346,1013,Isabella St & Federal St (PNC Park),1019,42nd St & Butler St,Customer
128187056,9/12/2021 19:55,9/12/2021 20:17,70800,1325,1029,Alder St & S Highland Ave,1069,Beacon St & Murray Ave,Customer
128187060,9/12/2021 19:55,9/12/2021 20:25,70566,1772,1039,Atwood St & Bates St,,BIKE 70566,Subscriber
128187063,9/12/2021 19:55,9/12/2021 20:25,70705,1775,1039,Atwood St & Bates St,,BIKE 70705,Subscriber
128187086,9/12/2021 19:57,9/12/2021 20:20,70758,1363,1056,Wood St & Sixth Ave,1056,Wood St & Sixth Ave,Customer
128187094,9/12/2021 19:59,9/12/2021 20:26,70656,1643,1039,Atwood St & Bates St,,BIKE 70656,Subscriber
128187117,9/12/2021 20:01,9/12/2021 20:58,70912,3433,1033,Ivy St & Walnut St   ,1031,Maryland Ave & Ellsworth Ave,Subscriber
128187121,9/12/2021 20:02,9/12/2021 20:24,70693,1370,1044,Zulema St & Coltart Ave,1044,Zulema St & Coltart Ave,Customer
128187125,9/12/2021 20:03,9/12/2021 20:10,70862,432,1094,O'Hara St & Desoto St,1039,Atwood St & Bates St,Subscriber
128187132,9/12/2021 20:04,9/12/2021 20:16,70940,734,1091,Semple St & Louisa St,,BIKE 70940,Subscriber
128187135,9/12/2021 20:04,9/12/2021 20:29,70586,1513,1044,Zulema St & Coltart Ave,1044,Zulema St & Coltart Ave,Subscriber
128187151,9/12/2021 20:06,9/12/2021 20:16,70814,615,1091,Semple St & Louisa St,,BIKE 70814,Subscriber
128187155,9/12/2021 20:06,9/12/2021 20:42,70087,2126,1046,S 25th St & E Carson St,,BIKE 70087,Customer
128187172,9/12/2021 20:09,9/12/2021 20:15,70588,388,,BIKE 70588,1032,Walnut St & College St,Subscriber
128187191,9/12/2021 20:12,9/12/2021 20:17,70668,336,49251,Schenley Dr & Forbes Ave,1070,Hobart St & Wightman St,Subscriber
128187201,9/12/2021 20:13,9/12/2021 20:37,70922,1480,1084,Hot Metal St & Tunnel Blvd,,BIKE 70922,Customer
128187213,9/12/2021 20:15,9/12/2021 20:24,70854,515,,BIKE 70854,,BIKE 70854,Subscriber
128187218,9/12/2021 20:17,9/12/2021 21:42,70542,5118,1028,Penn Ave & Putnam St (Bakery Square),1034,Ellsworth Ave & N Neville St,Customer
128187233,9/12/2021 20:20,9/12/2021 20:26,70680,338,1091,Semple St & Louisa St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
128187253,9/12/2021 20:26,9/12/2021 20:57,70989,1873,1000,Liberty Ave & Stanwix St,1001,Forbes Ave & Market Square,Customer
128187263,9/12/2021 20:27,9/12/2021 20:40,70656,767,,BIKE 70656,1039,Atwood St & Bates St,Subscriber
128187264,9/12/2021 20:27,9/12/2021 20:40,70566,767,,BIKE 70566,1039,Atwood St & Bates St,Subscriber
128187265,9/12/2021 20:27,9/12/2021 20:40,70705,779,,BIKE 70705,1039,Atwood St & Bates St,Subscriber
128187275,9/12/2021 20:29,9/12/2021 21:25,70202,3356,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
128187278,9/12/2021 20:30,9/13/2021 0:21,70234,13876,1015,Federal St & E North Ave,,BIKE 70234,Customer
128187280,9/12/2021 20:30,9/12/2021 21:25,70947,3323,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
128187297,9/12/2021 20:33,9/12/2021 21:25,71204,3100,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
128187305,9/12/2021 20:35,9/12/2021 23:59,70635,12277,49301,Centre Ave & N Craig St,1099,Forbes Ave & S Craig St,Subscriber
128187325,9/12/2021 20:39,9/12/2021 20:55,70277,942,1000,Liberty Ave & Stanwix St,1016,17th St & Penn Ave,Customer
128187326,9/12/2021 20:39,9/12/2021 20:54,70809,897,1000,Liberty Ave & Stanwix St,1016,17th St & Penn Ave,Customer
128187328,9/12/2021 20:40,9/12/2021 20:55,70922,884,,BIKE 70922,1084,Hot Metal St & Tunnel Blvd,Customer
128187337,9/12/2021 20:42,9/12/2021 22:30,70737,6511,1000,Liberty Ave & Stanwix St,,BIKE 70737,Subscriber
128187339,9/12/2021 20:42,9/12/2021 22:31,70851,6555,1000,Liberty Ave & Stanwix St,1011,Fort Duquesne Blvd & 7th St,Subscriber
128187347,9/12/2021 20:43,9/12/2021 21:11,70843,1718,1048,S 18th St & Sidney St,1097,Tennyson Ave & Fifth Ave,Customer
128187351,9/12/2021 20:43,9/12/2021 21:10,70991,1609,1048,S 18th St & Sidney St,1097,Tennyson Ave & Fifth Ave,Customer
128187399,9/12/2021 20:55,9/12/2021 21:01,70738,356,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
128187401,9/12/2021 20:55,9/13/2021 7:54,70681,39542,1066,N Homewood Ave & Finance St (Homewood Station),,BIKE 70681,Customer
128187407,9/12/2021 20:57,9/13/2021 15:11,70808,65652,49611,24th St & Smallman St,,BIKE 70808,Customer
128187408,9/12/2021 20:57,9/12/2021 21:01,70698,237,1038,Boulevard of the Allies & Parkview Ave,1088,Frazier St & Dawson St,Subscriber
128187416,9/12/2021 20:59,9/12/2021 21:37,70802,2298,1001,Forbes Ave & Market Square,,BIKE 70802,Customer
128187426,9/12/2021 21:01,9/12/2021 21:26,70912,1501,1031,Maryland Ave & Ellsworth Ave,1070,Hobart St & Wightman St,Subscriber
128187432,9/12/2021 21:02,9/12/2021 21:09,70900,423,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1091,Semple St & Louisa St,Subscriber
128187434,9/12/2021 21:02,9/12/2021 22:18,70989,4572,1001,Forbes Ave & Market Square,,BIKE 70989,Customer
128187447,9/12/2021 21:04,9/12/2021 21:27,70911,1377,1045,S 27th St & Sidney St. (Southside Works),1074,South Side Trail & S 4th St,Customer
128187449,9/12/2021 21:04,9/12/2021 21:28,70982,1445,1045,S 27th St & Sidney St. (Southside Works),1074,South Side Trail & S 4th St,Customer
128187450,9/12/2021 21:04,9/12/2021 21:28,70988,1393,1045,S 27th St & Sidney St. (Southside Works),1074,South Side Trail & S 4th St,Customer
128187451,9/12/2021 21:04,9/12/2021 21:14,70975,566,1000,Liberty Ave & Stanwix St,1049,S 12th St & E Carson St,Subscriber
128187572,9/12/2021 21:33,9/12/2021 23:43,70271,7801,1018,Butler St & Stanton Ave,1018,Butler St & Stanton Ave,Customer
128187637,9/12/2021 21:47,9/12/2021 21:54,70542,382,1034,Ellsworth Ave & N Neville St,49271,S Craig St & 5th Ave,Customer
